ID,アイテム名,SubID,耐久度
tanpopo,タンポポ,29,801
tanpopo,タンポポ,30,800
nira,ニラ、もしくはスイセン,21,799
nira,ニラ、もしくはスイセン,22,798
nira,ニラ、もしくはスイセン,23,797
nira,ニラ、もしくはスイセン,24,796
nira,ニラ、もしくはスイセン,25,795
nira,ニラ、もしくはスイセン,26,794
nira,ニラ、もしくはスイセン,27,793
nira,ニラ、もしくはスイセン,28,792
nira,ニラ、もしくはスイセン,29,791
nira,ニラ、もしくはスイセン,30,790
kinoko,キノコ,21,789
kinoko,キノコ,22,788
kinoko,キノコ,23,787
kinoko,キノコ,24,786
kinoko,キノコ,25,785
kinoko,キノコ,26,784
kinoko,キノコ,27,783
kinoko,キノコ,28,782
kinoko,キノコ,29,781
kinoko,キノコ,30,780
copper,銅鉱石,21,779
copper,銅鉱石,22,778
copper,銅鉱石,23,777
copper,銅鉱石,24,776
copper,銅鉱石,25,775
copper,銅鉱石,26,774
copper,銅鉱石,27,773
copper,銅鉱石,28,772
copper,銅鉱石,29,771
copper,銅鉱石,30,770
raft_deprecated,イカダ,21,759
raft_deprecated,イカダ,22,758
raft_deprecated,イカダ,23,757
raft_deprecated,イカダ,24,756
raft_deprecated,イカダ,25,755
raft_deprecated,イカダ,26,754
raft_deprecated,イカダ,27,753
raft_deprecated,イカダ,28,752
raft_deprecated,イカダ,29,751
raft_deprecated,イカダ,30,750
bui,ブイ,21,749
bui,ブイ,22,748
bui,ブイ,23,747
bui,ブイ,24,746
bui,ブイ,25,745
bui,ブイ,26,744
bui,ブイ,27,743
bui,ブイ,28,742
bui,ブイ,29,741
bui,ブイ,30,740
cubeBody,モンスターの体,21,739
cubeBody,モンスターの体,22,738
cubeBody,モンスターの体,23,737
cubeBody,モンスターの体,24,736
cubeBody,モンスターの体,25,735
cubeBody,モンスターの体,26,734
cubeBody,モンスターの体,27,733
cubeBody,モンスターの体,28,732
cubeBody,モンスターの体,29,731
cubeBody,モンスターの体,30,730
bag,袋,21,729
bag,袋,22,728
bag,袋,23,727
bag,袋,24,726
bag,袋,25,725
bag,袋,26,724
bag,袋,27,723
bag,袋,28,722
bag,袋,29,721
bag,袋,30,720
bag1,袋,21,719
bag1,袋,22,718
bag1,袋,23,717
bag1,袋,24,716
bag1,袋,25,715
bag1,袋,26,714
bag1,袋,27,713
bag1,袋,28,712
bag1,袋,29,711
bag1,袋,30,710
bag2,袋,21,709
bag2,袋,22,708
bag2,袋,23,707
bag2,袋,24,706
bag2,袋,25,705
bag2,袋,26,704
bag2,袋,27,703
bag2,袋,28,702
bag2,袋,29,701
bag2,袋,30,700
bag3,袋,21,699
bag3,袋,22,698
bag3,袋,23,697
bag3,袋,24,696
bag3,袋,25,695
bag3,袋,26,694
bag3,袋,27,693
bag3,袋,28,692
bag3,袋,29,691
bag3,袋,30,690
bag4,袋,21,689
bag4,袋,22,688
bag4,袋,23,687
bag4,袋,24,686
bag4,袋,25,685
bag4,袋,26,684
bag4,袋,27,683
bag4,袋,28,682
bag4,袋,29,681
bag4,袋,30,680
bag5,袋,21,679
bag5,袋,22,678
bag5,袋,23,677
bag5,袋,24,676
bag5,袋,25,675
bag5,袋,26,674
bag5,袋,27,673
bag5,袋,28,672
bag5,袋,29,671
bag5,袋,30,670
stoneForAxe,いい形の石（斧）,21,669
stoneForAxe,いい形の石（斧）,22,668
stoneForAxe,いい形の石（斧）,23,667
stoneForAxe,いい形の石（斧）,24,666
stoneForAxe,いい形の石（斧）,25,665
stoneForAxe,いい形の石（斧）,26,664
stoneForAxe,いい形の石（斧）,27,663
stoneForAxe,いい形の石（斧）,28,662
stoneForAxe,いい形の石（斧）,29,661
stoneForAxe,いい形の石（斧）,30,660
stoneForSpear,いい形の石（槍）,21,659
stoneForSpear,いい形の石（槍）,22,658
stoneForSpear,いい形の石（槍）,23,657
stoneForSpear,いい形の石（槍）,24,656
stoneForSpear,いい形の石（槍）,25,655
stoneForSpear,いい形の石（槍）,26,654
stoneForSpear,いい形の石（槍）,27,653
stoneForSpear,いい形の石（槍）,28,652
stoneForSpear,いい形の石（槍）,29,651
stoneForSpear,いい形の石（槍）,30,650
wordbress,ワードブレス,21,649
wordbress,ワードブレス,22,648
wordbress,ワードブレス,23,647
wordbress,ワードブレス,24,646
wordbress,ワードブレス,25,645
wordbress,ワードブレス,26,644
wordbress,ワードブレス,27,643
wordbress,ワードブレス,28,642
wordbress,ワードブレス,29,641
wordbress,ワードブレス,30,640
sugegasa,菅笠（すげがさ）,21,639
sugegasa,菅笠（すげがさ）,22,638
sugegasa,菅笠（すげがさ）,23,637
sugegasa,菅笠（すげがさ）,24,636
sugegasa,菅笠（すげがさ）,25,635
sugegasa,菅笠（すげがさ）,26,634
sugegasa,菅笠（すげがさ）,27,633
sugegasa,菅笠（すげがさ）,28,632
sugegasa,菅笠（すげがさ）,29,631
sugegasa,菅笠（すげがさ）,30,630
yakizakana,焼き魚,21,519
yakizakana,焼き魚,22,518
yakizakana,焼き魚,23,517
yakizakana,焼き魚,24,516
yakizakana,焼き魚,25,515
yakizakana,焼き魚,26,514
yakizakana,焼き魚,27,513
yakizakana,焼き魚,28,512
yakizakana,焼き魚,29,511
yakizakana,焼き魚,30,510
papaiya,パパイヤ,21,509
papaiya,パパイヤ,22,508
papaiya,パパイヤ,23,507
papaiya,パパイヤ,24,506
papaiya,パパイヤ,25,505
papaiya,パパイヤ,26,504
papaiya,パパイヤ,27,503
papaiya,パパイヤ,28,502
papaiya,パパイヤ,29,501
papaiya,パパイヤ,30,500
mango,マンゴー,21,499
mango,マンゴー,22,498
mango,マンゴー,23,497
mango,マンゴー,24,496
mango,マンゴー,25,495
mango,マンゴー,26,494
mango,マンゴー,27,493
mango,マンゴー,28,492
mango,マンゴー,29,491
mango,マンゴー,30,490
banana,バナナ,21,489
banana,バナナ,22,488
banana,バナナ,23,487
banana,バナナ,24,486
banana,バナナ,25,485
banana,バナナ,26,484
banana,バナナ,27,483
banana,バナナ,28,482
banana,バナナ,29,481
banana,バナナ,30,480
longstone,縦長の石,21,479
longstone,縦長の石,22,478
longstone,縦長の石,23,477
longstone,縦長の石,24,476
longstone,縦長の石,25,475
longstone,縦長の石,26,474
longstone,縦長の石,27,473
longstone,縦長の石,28,472
longstone,縦長の石,29,471
longstone,縦長の石,30,470
mu-rugai,黒い貝,21,469
mu-rugai,黒い貝,22,468
mu-rugai,黒い貝,23,467
mu-rugai,黒い貝,24,466
mu-rugai,黒い貝,25,465
mu-rugai,黒い貝,26,464
mu-rugai,黒い貝,27,463
mu-rugai,黒い貝,28,462
mu-rugai,黒い貝,29,461
mu-rugai,黒い貝,30,460
raft,イカダ,21,459
raft,イカダ,22,458
raft,イカダ,23,457
raft,イカダ,24,456
raft,イカダ,25,455
raft,イカダ,26,454
raft,イカダ,27,453
raft,イカダ,28,452
raft,イカダ,29,451
raft,イカダ,30,450
raft1,イカダ,21,449
raft1,イカダ,22,448
raft1,イカダ,23,447
raft1,イカダ,24,446
raft1,イカダ,25,445
raft1,イカダ,26,444
raft1,イカダ,27,443
raft1,イカダ,28,442
raft1,イカダ,29,441
raft1,イカダ,30,440
raft2,イカダ,21,439
raft2,イカダ,22,438
raft2,イカダ,23,437
raft2,イカダ,24,436
raft2,イカダ,25,435
raft2,イカダ,26,434
raft2,イカダ,27,433
raft2,イカダ,28,432
raft2,イカダ,29,431
raft2,イカダ,30,430
raft3,イカダ,21,429
raft3,イカダ,22,428
raft3,イカダ,23,427
raft3,イカダ,24,426
raft3,イカダ,25,425
raft3,イカダ,26,424
raft3,イカダ,27,423
raft3,イカダ,28,422
raft3,イカダ,29,421
raft3,イカダ,30,420
raft4,イカダ,21,419
raft4,イカダ,22,418
raft4,イカダ,23,417
raft4,イカダ,24,416
raft4,イカダ,25,415
raft4,イカダ,26,414
raft4,イカダ,27,413
raft4,イカダ,28,412
raft4,イカダ,29,411
raft4,イカダ,30,410
raft5,イカダ,21,409
raft5,イカダ,22,408
raft5,イカダ,23,407
raft5,イカダ,24,406
raft5,イカダ,25,405
raft5,イカダ,26,404
raft5,イカダ,27,403
raft5,イカダ,28,402
raft5,イカダ,29,401
raft5,イカダ,30,400
raft6,イカダ,21,399
raft6,イカダ,22,398
raft6,イカダ,23,397
raft6,イカダ,24,396
raft6,イカダ,25,395
raft6,イカダ,26,394
raft6,イカダ,27,393
raft6,イカダ,28,392
raft6,イカダ,29,391
raft6,イカダ,30,390
raft7,イカダ,21,389
raft7,イカダ,22,388
raft7,イカダ,23,387
raft7,イカダ,24,386
raft7,イカダ,25,385
raft7,イカダ,26,384
raft7,イカダ,27,383
raft7,イカダ,28,382
raft7,イカダ,29,381
raft7,イカダ,30,380
raft8,イカダ,21,379
raft8,イカダ,22,378
raft8,イカダ,23,377
raft8,イカダ,24,376
raft8,イカダ,25,375
raft8,イカダ,26,374
raft8,イカダ,27,373
raft8,イカダ,28,372
raft8,イカダ,29,371
raft8,イカダ,30,370
raft9,イカダ,21,369
raft9,イカダ,22,368
raft9,イカダ,23,367
raft9,イカダ,24,366
raft9,イカダ,25,365
raft9,イカダ,26,364
raft9,イカダ,27,363
raft9,イカダ,28,362
raft9,イカダ,29,361
raft9,イカダ,30,360
raft10,イカダ,21,359
raft10,イカダ,22,358
raft10,イカダ,23,357
raft10,イカダ,24,356
raft10,イカダ,25,355
raft10,イカダ,26,354
raft10,イカダ,27,353
raft10,イカダ,28,352
raft10,イカダ,29,351
raft10,イカダ,30,350
branch,木の枝,21,349
branch,木の枝,22,348
branch,木の枝,23,347
branch,木の枝,24,346
branch,木の枝,25,345
branch,木の枝,26,344
branch,木の枝,27,343
branch,木の枝,28,342
branch,木の枝,29,341
branch,木の枝,30,340
trunk,細い木の幹,21,339
trunk,細い木の幹,22,338
trunk,細い木の幹,23,337
trunk,細い木の幹,24,336
trunk,細い木の幹,25,335
trunk,細い木の幹,26,334
trunk,細い木の幹,27,333
trunk,細い木の幹,28,332
trunk,細い木の幹,29,331
trunk,細い木の幹,30,330
tsuta,ツタ,21,329
tsuta,ツタ,22,328
tsuta,ツタ,23,327
tsuta,ツタ,24,326
tsuta,ツタ,25,325
tsuta,ツタ,26,324
tsuta,ツタ,27,323
tsuta,ツタ,28,322
tsuta,ツタ,29,321
tsuta,ツタ,30,320
stone,石,21,319
stone,石,22,318
stone,石,23,317
stone,石,24,316
stone,石,25,315
stone,石,26,314
stone,石,27,313
stone,石,28,312
stone,石,29,311
stone,石,30,310
stick,木の棒,21,309
stick,木の棒,22,308
stick,木の棒,23,307
stick,木の棒,24,306
stick,木の棒,25,305
stick,木の棒,26,304
stick,木の棒,27,303
stick,木の棒,28,302
stick,木の棒,29,301
stick,木の棒,30,300
stick1,木の棒,21,299
stick1,木の棒,22,298
stick1,木の棒,23,297
stick1,木の棒,24,296
stick1,木の棒,25,295
stick1,木の棒,26,294
stick1,木の棒,27,293
stick1,木の棒,28,292
stick1,木の棒,29,291
stick1,木の棒,30,290
stick2,木の棒,21,289
stick2,木の棒,22,288
stick2,木の棒,23,287
stick2,木の棒,24,286
stick2,木の棒,25,285
stick2,木の棒,26,284
stick2,木の棒,27,283
stick2,木の棒,28,282
stick2,木の棒,29,281
stick2,木の棒,30,280
stick3,木の棒,21,279
stick3,木の棒,22,278
stick3,木の棒,23,277
stick3,木の棒,24,276
stick3,木の棒,25,275
stick3,木の棒,26,274
stick3,木の棒,27,273
stick3,木の棒,28,272
stick3,木の棒,29,271
stick3,木の棒,30,270
stick4,木の棒,21,269
stick4,木の棒,22,268
stick4,木の棒,23,267
stick4,木の棒,24,266
stick4,木の棒,25,265
stick4,木の棒,26,264
stick4,木の棒,27,263
stick4,木の棒,28,262
stick4,木の棒,29,261
stick4,木の棒,30,260
stick5,木の棒,21,259
stick5,木の棒,22,258
stick5,木の棒,23,257
stick5,木の棒,24,256
stick5,木の棒,25,255
stick5,木の棒,26,254
stick5,木の棒,27,253
stick5,木の棒,28,252
stick5,木の棒,29,251
stick5,木の棒,30,250
stoneSpear,石槍,21,249
stoneSpear,石槍,22,248
stoneSpear,石槍,23,247
stoneSpear,石槍,24,246
stoneSpear,石槍,25,245
stoneSpear,石槍,26,244
stoneSpear,石槍,27,243
stoneSpear,石槍,28,242
stoneSpear,石槍,29,241
stoneSpear,石槍,30,240
stoneSpear1,石槍,21,239
stoneSpear1,石槍,22,238
stoneSpear1,石槍,23,237
stoneSpear1,石槍,24,236
stoneSpear1,石槍,25,235
stoneSpear1,石槍,26,234
stoneSpear1,石槍,27,233
stoneSpear1,石槍,28,232
stoneSpear1,石槍,29,231
stoneSpear1,石槍,30,230
stoneSpear2,石槍,21,229
stoneSpear2,石槍,22,228
stoneSpear2,石槍,23,227
stoneSpear2,石槍,24,226
stoneSpear2,石槍,25,225
stoneSpear2,石槍,26,224
stoneSpear2,石槍,27,223
stoneSpear2,石槍,28,222
stoneSpear2,石槍,29,221
stoneSpear2,石槍,30,220
stoneSpear3,石槍,21,219
stoneSpear3,石槍,22,218
stoneSpear3,石槍,23,217
stoneSpear3,石槍,24,216
stoneSpear3,石槍,25,215
stoneSpear3,石槍,26,214
stoneSpear3,石槍,27,213
stoneSpear3,石槍,28,212
stoneSpear3,石槍,29,211
stoneSpear3,石槍,30,210
stoneSpear3,石槍,21,209
stoneSpear4,石槍,22,208
stoneSpear4,石槍,23,207
stoneSpear4,石槍,24,206
stoneSpear4,石槍,25,205
stoneSpear4,石槍,26,204
stoneSpear4,石槍,27,203
stoneSpear4,石槍,28,202
stoneSpear4,石槍,29,201
stoneSpear4,石槍,30,200
stoneSpear5,石槍,21,199
stoneSpear5,石槍,22,198
stoneSpear5,石槍,23,197
stoneSpear5,石槍,24,196
stoneSpear5,石槍,25,195
stoneSpear5,石槍,26,194
stoneSpear5,石槍,27,193
stoneSpear5,石槍,28,192
stoneSpear5,石槍,29,191
stoneSpear5,石槍,30,190
bow,弓矢の弓,21,189
bow,弓矢の弓,22,188
bow,弓矢の弓,23,187
bow,弓矢の弓,24,186
bow,弓矢の弓,25,185
bow,弓矢の弓,26,184
bow,弓矢の弓,27,183
bow,弓矢の弓,28,182
bow,弓矢の弓,29,181
bow,弓矢の弓,30,180
bow1,弓矢の弓,21,179
bow1,弓矢の弓,22,178
bow1,弓矢の弓,23,177
bow1,弓矢の弓,24,176
bow1,弓矢の弓,25,175
bow1,弓矢の弓,26,174
bow1,弓矢の弓,27,173
bow1,弓矢の弓,28,172
bow1,弓矢の弓,29,171
bow1,弓矢の弓,30,170
