ID,アイテム名,SubID,耐久度
kakan,花輪,13,887
kakan,花輪,14,886
kakan,花輪,15,885
kakan,花輪,16,884
kakan,花輪,17,883
kakan,花輪,18,882
kakan,花輪,19,881
kakan,花輪,20,880
tsukushi,ツクシ,11,879
tsukushi,ツクシ,12,878
tsukushi,ツクシ,13,877
tsukushi,ツクシ,14,876
tsukushi,ツクシ,15,875
tsukushi,ツクシ,16,874
tsukushi,ツクシ,17,873
tsukushi,ツクシ,18,872
tsukushi,ツクシ,19,871
tsukushi,ツクシ,20,870
unknownPlant1,謎の草１,11,869
unknownPlant1,謎の草１,12,868
unknownPlant1,謎の草１,13,867
unknownPlant1,謎の草１,14,866
unknownPlant1,謎の草１,15,865
unknownPlant1,謎の草１,16,864
unknownPlant1,謎の草１,17,863
unknownPlant1,謎の草１,18,862
unknownPlant1,謎の草１,19,861
unknownPlant1,謎の草１,20,860
unknownPlant2,謎の草２,11,859
unknownPlant2,謎の草２,12,858
unknownPlant2,謎の草２,13,857
unknownPlant2,謎の草２,14,856
unknownPlant2,謎の草２,15,855
unknownPlant2,謎の草２,16,854
unknownPlant2,謎の草２,17,853
unknownPlant2,謎の草２,18,852
unknownPlant2,謎の草２,19,851
unknownPlant2,謎の草２,20,850
unknownPlant3,謎の草３,11,849
unknownPlant3,謎の草３,12,848
unknownPlant3,謎の草３,13,847
unknownPlant3,謎の草３,14,846
unknownPlant3,謎の草３,15,845
unknownPlant3,謎の草３,16,844
unknownPlant3,謎の草３,17,843
unknownPlant3,謎の草３,18,842
unknownPlant3,謎の草３,19,841
unknownPlant3,謎の草３,20,840
unknownPlant4,謎の草４,11,839
unknownPlant4,謎の草４,12,838
unknownPlant4,謎の草４,13,837
unknownPlant4,謎の草４,14,836
unknownPlant4,謎の草４,15,835
unknownPlant4,謎の草４,16,834
unknownPlant4,謎の草４,17,833
unknownPlant4,謎の草４,18,832
unknownPlant4,謎の草４,19,831
unknownPlant4,謎の草４,20,830
unknownPlant5,謎の草５,11,829
unknownPlant5,謎の草５,12,828
unknownPlant5,謎の草５,13,827
unknownPlant5,謎の草５,14,826
unknownPlant5,謎の草５,15,825
unknownPlant5,謎の草５,16,824
unknownPlant5,謎の草５,17,823
unknownPlant5,謎の草５,18,822
unknownPlant5,謎の草５,19,821
unknownPlant5,謎の草５,20,820
unknownPlant6,謎の草６,11,819
unknownPlant6,謎の草６,12,818
unknownPlant6,謎の草６,13,817
unknownPlant6,謎の草６,14,816
unknownPlant6,謎の草６,15,815
unknownPlant6,謎の草６,16,814
unknownPlant6,謎の草６,17,813
unknownPlant6,謎の草６,18,812
unknownPlant6,謎の草６,19,811
unknownPlant6,謎の草６,20,810
tanpopo,タンポポ,11,809
tanpopo,タンポポ,12,808
tanpopo,タンポポ,13,807
tanpopo,タンポポ,14,806
tanpopo,タンポポ,15,805
tanpopo,タンポポ,16,804
tanpopo,タンポポ,17,803
tanpopo,タンポポ,18,802
tanpopo,タンポポ,19,801
tanpopo,タンポポ,20,800
nira,ニラ、もしくはスイセン,11,799
nira,ニラ、もしくはスイセン,12,798
nira,ニラ、もしくはスイセン,13,797
nira,ニラ、もしくはスイセン,14,796
nira,ニラ、もしくはスイセン,15,795
nira,ニラ、もしくはスイセン,16,794
nira,ニラ、もしくはスイセン,17,793
nira,ニラ、もしくはスイセン,18,792
nira,ニラ、もしくはスイセン,19,791
nira,ニラ、もしくはスイセン,20,790
kinoko,キノコ,11,789
kinoko,キノコ,12,788
kinoko,キノコ,13,787
kinoko,キノコ,14,786
kinoko,キノコ,15,785
kinoko,キノコ,16,784
kinoko,キノコ,17,783
kinoko,キノコ,18,782
kinoko,キノコ,19,781
kinoko,キノコ,20,780
copper,銅鉱石,11,779
copper,銅鉱石,12,778
copper,銅鉱石,13,777
copper,銅鉱石,14,776
copper,銅鉱石,15,775
copper,銅鉱石,16,774
copper,銅鉱石,17,773
copper,銅鉱石,18,772
copper,銅鉱石,19,771
copper,銅鉱石,20,770
raft_deprecated,イカダ,11,769
raft_deprecated,イカダ,12,768
raft_deprecated,イカダ,13,767
raft_deprecated,イカダ,14,766
raft_deprecated,イカダ,15,765
raft_deprecated,イカダ,16,764
raft_deprecated,イカダ,17,763
raft_deprecated,イカダ,18,762
raft_deprecated,イカダ,19,761
raft_deprecated,イカダ,20,760
bui,ブイ,11,759
bui,ブイ,12,758
bui,ブイ,13,757
bui,ブイ,14,756
bui,ブイ,15,755
bui,ブイ,16,754
bui,ブイ,17,753
bui,ブイ,18,752
bui,ブイ,19,751
bui,ブイ,20,750
cubeBody,モンスターの体,11,749
cubeBody,モンスターの体,12,748
cubeBody,モンスターの体,13,747
cubeBody,モンスターの体,14,746
cubeBody,モンスターの体,15,745
cubeBody,モンスターの体,16,744
cubeBody,モンスターの体,17,743
cubeBody,モンスターの体,18,742
cubeBody,モンスターの体,19,741
cubeBody,モンスターの体,20,740
bag,袋,11,739
bag,袋,12,738
bag,袋,13,737
bag,袋,14,736
bag,袋,15,735
bag,袋,16,734
bag,袋,17,733
bag,袋,18,732
bag,袋,19,731
bag,袋,20,730
bag1,袋,11,729
bag1,袋,12,728
bag1,袋,13,727
bag1,袋,14,726
bag1,袋,15,725
bag1,袋,16,724
bag1,袋,17,723
bag1,袋,18,722
bag1,袋,19,721
bag1,袋,20,720
bag2,袋,11,719
bag2,袋,12,718
bag2,袋,13,717
bag2,袋,14,716
bag2,袋,15,715
bag2,袋,16,714
bag2,袋,17,713
bag2,袋,18,712
bag2,袋,19,711
bag2,袋,20,710
bag3,袋,11,709
bag3,袋,12,708
bag3,袋,13,707
bag3,袋,14,706
bag3,袋,15,705
bag3,袋,16,704
bag3,袋,17,703
bag3,袋,18,702
bag3,袋,19,701
bag3,袋,20,700
bag4,袋,11,699
bag4,袋,12,698
bag4,袋,13,697
bag4,袋,14,696
bag4,袋,15,695
bag4,袋,16,694
bag4,袋,17,693
bag4,袋,18,692
bag4,袋,19,691
bag4,袋,20,690
bag5,袋,11,689
bag5,袋,12,688
bag5,袋,13,687
bag5,袋,14,686
bag5,袋,15,685
bag5,袋,16,684
bag5,袋,17,683
bag5,袋,18,682
bag5,袋,19,681
bag5,袋,20,680
stoneForAxe,いい形の石（斧）,11,679
stoneForAxe,いい形の石（斧）,12,678
stoneForAxe,いい形の石（斧）,13,677
stoneForAxe,いい形の石（斧）,14,676
stoneForAxe,いい形の石（斧）,15,675
stoneForAxe,いい形の石（斧）,16,674
stoneForAxe,いい形の石（斧）,17,673
stoneForAxe,いい形の石（斧）,18,672
stoneForAxe,いい形の石（斧）,19,671
stoneForAxe,いい形の石（斧）,20,670
stoneForSpear,いい形の石（槍）,11,669
stoneForSpear,いい形の石（槍）,12,668
stoneForSpear,いい形の石（槍）,13,667
stoneForSpear,いい形の石（槍）,14,666
stoneForSpear,いい形の石（槍）,15,665
stoneForSpear,いい形の石（槍）,16,664
stoneForSpear,いい形の石（槍）,17,663
stoneForSpear,いい形の石（槍）,18,662
stoneForSpear,いい形の石（槍）,19,661
stoneForSpear,いい形の石（槍）,20,660
wordbress,ワードブレス,11,659
wordbress,ワードブレス,12,658
wordbress,ワードブレス,13,657
wordbress,ワードブレス,14,656
wordbress,ワードブレス,15,655
wordbress,ワードブレス,16,654
wordbress,ワードブレス,17,653
wordbress,ワードブレス,18,652
wordbress,ワードブレス,19,651
wordbress,ワードブレス,20,650
sugegasa,菅笠（すげがさ）,11,649
sugegasa,菅笠（すげがさ）,12,648
sugegasa,菅笠（すげがさ）,13,647
sugegasa,菅笠（すげがさ）,14,646
sugegasa,菅笠（すげがさ）,15,645
sugegasa,菅笠（すげがさ）,16,644
sugegasa,菅笠（すげがさ）,17,643
sugegasa,菅笠（すげがさ）,18,642
sugegasa,菅笠（すげがさ）,19,641
sugegasa,菅笠（すげがさ）,20,640
yakizakana,焼き魚,11,639
yakizakana,焼き魚,12,638
yakizakana,焼き魚,13,637
yakizakana,焼き魚,14,636
yakizakana,焼き魚,15,635
yakizakana,焼き魚,16,634
yakizakana,焼き魚,17,633
yakizakana,焼き魚,18,632
yakizakana,焼き魚,19,631
yakizakana,焼き魚,20,630
papaiya,パパイヤ,11,629
papaiya,パパイヤ,12,628
papaiya,パパイヤ,13,627
papaiya,パパイヤ,14,626
papaiya,パパイヤ,15,625
papaiya,パパイヤ,16,624
papaiya,パパイヤ,17,623
papaiya,パパイヤ,18,622
papaiya,パパイヤ,19,621
papaiya,パパイヤ,20,620
mango,マンゴー,11,619
mango,マンゴー,12,618
mango,マンゴー,13,617
mango,マンゴー,14,616
mango,マンゴー,15,615
mango,マンゴー,16,614
mango,マンゴー,17,613
mango,マンゴー,18,612
mango,マンゴー,19,611
mango,マンゴー,20,610
banana,バナナ,11,609
banana,バナナ,12,608
banana,バナナ,13,607
banana,バナナ,14,606
banana,バナナ,15,605
banana,バナナ,16,604
banana,バナナ,17,603
banana,バナナ,18,602
banana,バナナ,19,601
banana,バナナ,20,600
longstone,縦長の石,11,599
longstone,縦長の石,12,598
longstone,縦長の石,13,597
longstone,縦長の石,14,596
longstone,縦長の石,15,595
longstone,縦長の石,16,594
longstone,縦長の石,17,593
longstone,縦長の石,18,592
longstone,縦長の石,19,591
longstone,縦長の石,20,590
mu-rugai,黒い貝,11,589
mu-rugai,黒い貝,12,588
mu-rugai,黒い貝,13,587
mu-rugai,黒い貝,14,586
mu-rugai,黒い貝,15,585
mu-rugai,黒い貝,16,584
mu-rugai,黒い貝,17,583
mu-rugai,黒い貝,18,582
mu-rugai,黒い貝,19,581
mu-rugai,黒い貝,20,580
raft,イカダ,11,579
raft,イカダ,12,578
raft,イカダ,13,577
raft,イカダ,14,576
raft,イカダ,15,575
raft,イカダ,16,574
raft,イカダ,17,573
raft,イカダ,18,572
raft,イカダ,19,571
raft,イカダ,20,570
raft1,イカダ,11,569
raft1,イカダ,12,568
raft1,イカダ,13,567
raft1,イカダ,14,566
raft1,イカダ,15,565
raft1,イカダ,16,564
raft1,イカダ,17,563
raft1,イカダ,18,562
raft1,イカダ,19,561
raft1,イカダ,20,560
raft2,イカダ,11,559
raft2,イカダ,12,558
raft2,イカダ,13,557
raft2,イカダ,14,556
raft2,イカダ,15,555
raft2,イカダ,16,554
raft2,イカダ,17,553
raft2,イカダ,18,552
raft2,イカダ,19,551
raft2,イカダ,20,550
raft3,イカダ,11,549
raft3,イカダ,12,548
raft3,イカダ,13,547
raft3,イカダ,14,546
raft3,イカダ,15,545
raft3,イカダ,16,544
raft3,イカダ,17,543
raft3,イカダ,18,542
raft3,イカダ,19,541
raft3,イカダ,20,540
raft4,イカダ,11,539
raft4,イカダ,12,538
raft4,イカダ,13,537
raft4,イカダ,14,536
raft4,イカダ,15,535
raft4,イカダ,16,534
raft4,イカダ,17,533
raft4,イカダ,18,532
raft4,イカダ,19,531
raft4,イカダ,20,530
raft5,イカダ,11,529
raft5,イカダ,12,528
raft5,イカダ,13,527
raft5,イカダ,14,526
raft5,イカダ,15,525
raft5,イカダ,16,524
raft5,イカダ,17,523
raft5,イカダ,18,522
raft5,イカダ,19,521
raft5,イカダ,20,520
raft6,イカダ,11,519
raft6,イカダ,12,518
raft6,イカダ,13,517
raft6,イカダ,14,516
raft6,イカダ,15,515
raft6,イカダ,16,514
raft6,イカダ,17,513
raft6,イカダ,18,512
raft6,イカダ,19,511
raft6,イカダ,20,510
raft7,イカダ,11,509
raft7,イカダ,12,508
raft7,イカダ,13,507
raft7,イカダ,14,506
raft7,イカダ,15,505
raft7,イカダ,16,504
raft7,イカダ,17,503
raft7,イカダ,18,502
raft7,イカダ,19,501
raft7,イカダ,20,500
raft8,イカダ,11,499
raft8,イカダ,12,498
raft8,イカダ,13,497
raft8,イカダ,14,496
raft8,イカダ,15,495
raft8,イカダ,16,494
raft8,イカダ,17,493
raft8,イカダ,18,492
raft8,イカダ,19,491
raft8,イカダ,20,490
raft9,イカダ,11,489
raft9,イカダ,12,488
raft9,イカダ,13,487
raft9,イカダ,14,486
raft9,イカダ,15,485
raft9,イカダ,16,484
raft9,イカダ,17,483
raft9,イカダ,18,482
raft9,イカダ,19,481
raft9,イカダ,20,480
raft10,イカダ,11,479
raft10,イカダ,12,478
raft10,イカダ,13,477
raft10,イカダ,14,476
raft10,イカダ,15,475
raft10,イカダ,16,474
raft10,イカダ,17,473
raft10,イカダ,18,472
raft10,イカダ,19,471
raft10,イカダ,20,470
branch,木の枝,11,469
branch,木の枝,12,468
branch,木の枝,13,467
branch,木の枝,14,466
branch,木の枝,15,465
branch,木の枝,16,464
branch,木の枝,17,463
branch,木の枝,18,462
branch,木の枝,19,461
branch,木の枝,20,460
trunk,細い木の幹,11,459
trunk,細い木の幹,12,458
trunk,細い木の幹,13,457
trunk,細い木の幹,14,456
trunk,細い木の幹,15,455
trunk,細い木の幹,16,454
trunk,細い木の幹,17,453
trunk,細い木の幹,18,452
trunk,細い木の幹,19,451
trunk,細い木の幹,20,450
tsuta,ツタ,11,449
tsuta,ツタ,12,448
tsuta,ツタ,13,447
tsuta,ツタ,14,446
tsuta,ツタ,15,445
tsuta,ツタ,16,444
tsuta,ツタ,17,443
tsuta,ツタ,18,442
tsuta,ツタ,19,441
tsuta,ツタ,20,440
stone,石,11,439
stone,石,12,438
stone,石,13,437
stone,石,14,436
stone,石,15,435
stone,石,16,434
stone,石,17,433
stone,石,18,432
stone,石,19,431
stone,石,20,430
stick,木の棒,11,429
stick,木の棒,12,428
stick,木の棒,13,427
stick,木の棒,14,426
stick,木の棒,15,425
stick,木の棒,16,424
stick,木の棒,17,423
stick,木の棒,18,422
stick,木の棒,19,421
stick,木の棒,20,420
stick1,木の棒,11,419
stick1,木の棒,12,418
stick1,木の棒,13,417
stick1,木の棒,14,416
stick1,木の棒,15,415
stick1,木の棒,16,414
stick1,木の棒,17,413
stick1,木の棒,18,412
stick1,木の棒,19,411
stick1,木の棒,20,410
stick2,木の棒,11,409
stick2,木の棒,12,408
stick2,木の棒,13,407
stick2,木の棒,14,406
stick2,木の棒,15,405
stick2,木の棒,16,404
stick2,木の棒,17,403
stick2,木の棒,18,402
stick2,木の棒,19,401
stick2,木の棒,20,400
stick3,木の棒,11,399
stick3,木の棒,12,398
stick3,木の棒,13,397
stick3,木の棒,14,396
stick3,木の棒,15,395
stick3,木の棒,16,394
stick3,木の棒,17,393
stick3,木の棒,18,392
stick3,木の棒,19,391
stick3,木の棒,20,390
stick4,木の棒,11,389
stick4,木の棒,12,388
stick4,木の棒,13,387
stick4,木の棒,14,386
stick4,木の棒,15,385
stick4,木の棒,16,384
stick4,木の棒,17,383
stick4,木の棒,18,382
stick4,木の棒,19,381
stick4,木の棒,20,380
stick5,木の棒,11,379
stick5,木の棒,12,378
stick5,木の棒,13,377
stick5,木の棒,14,376
stick5,木の棒,15,375
stick5,木の棒,16,374
stick5,木の棒,17,373
stick5,木の棒,18,372
stick5,木の棒,19,371
stick5,木の棒,20,370
stoneSpear,石槍,11,369
stoneSpear,石槍,12,368
stoneSpear,石槍,13,367
stoneSpear,石槍,14,366
stoneSpear,石槍,15,365
stoneSpear,石槍,16,364
stoneSpear,石槍,17,363
stoneSpear,石槍,18,362
stoneSpear,石槍,19,361
stoneSpear,石槍,20,360
stoneSpear1,石槍,11,359
stoneSpear1,石槍,12,358
stoneSpear1,石槍,13,357
stoneSpear1,石槍,14,356
stoneSpear1,石槍,15,355
stoneSpear1,石槍,16,354
stoneSpear1,石槍,17,353
stoneSpear1,石槍,18,352
stoneSpear1,石槍,19,351
stoneSpear1,石槍,20,350
stoneSpear2,石槍,11,349
stoneSpear2,石槍,12,348
stoneSpear2,石槍,13,347
stoneSpear2,石槍,14,346
stoneSpear2,石槍,15,345
stoneSpear2,石槍,16,344
stoneSpear2,石槍,17,343
stoneSpear2,石槍,18,342
stoneSpear2,石槍,19,341
stoneSpear2,石槍,20,340
stoneSpear3,石槍,11,339
stoneSpear3,石槍,12,338
stoneSpear3,石槍,13,337
stoneSpear3,石槍,14,336
stoneSpear3,石槍,15,335
stoneSpear3,石槍,16,334
stoneSpear3,石槍,17,333
stoneSpear3,石槍,18,332
stoneSpear3,石槍,19,331
stoneSpear3,石槍,20,330
stoneSpear3,石槍,11,329
stoneSpear4,石槍,12,328
stoneSpear4,石槍,13,327
stoneSpear4,石槍,14,326
stoneSpear4,石槍,15,325
stoneSpear4,石槍,16,324
stoneSpear4,石槍,17,323
stoneSpear4,石槍,18,322
stoneSpear4,石槍,19,321
stoneSpear4,石槍,20,320
stoneSpear5,石槍,11,319
stoneSpear5,石槍,12,318
stoneSpear5,石槍,13,317
stoneSpear5,石槍,14,316
stoneSpear5,石槍,15,315
stoneSpear5,石槍,16,314
stoneSpear5,石槍,17,313
stoneSpear5,石槍,18,312
stoneSpear5,石槍,19,311
stoneSpear5,石槍,20,310
bow,弓矢の弓,11,309
bow,弓矢の弓,12,308
bow,弓矢の弓,13,307
bow,弓矢の弓,14,306
bow,弓矢の弓,15,305
bow,弓矢の弓,16,304
bow,弓矢の弓,17,303
bow,弓矢の弓,18,302
bow,弓矢の弓,19,301
bow,弓矢の弓,20,300
bow1,弓矢の弓,11,299
bow1,弓矢の弓,12,298
bow1,弓矢の弓,13,297
bow1,弓矢の弓,14,296
bow1,弓矢の弓,15,295
bow1,弓矢の弓,16,294
bow1,弓矢の弓,17,293
bow1,弓矢の弓,18,292
bow1,弓矢の弓,19,291
bow1,弓矢の弓,20,290
