ID,アイテム名,SubID,耐久度
copper,銅鉱石,3,777
copper,銅鉱石,4,776
copper,銅鉱石,5,775
copper,銅鉱石,6,774
copper,銅鉱石,7,773
copper,銅鉱石,8,772
copper,銅鉱石,9,771
copper,銅鉱石,10,770
cubeBody,モンスターの体,1,749
cubeBody,モンスターの体,2,748
cubeBody,モンスターの体,3,747
cubeBody,モンスターの体,4,746
cubeBody,モンスターの体,5,745
cubeBody,モンスターの体,6,744
cubeBody,モンスターの体,7,743
cubeBody,モンスターの体,8,742
cubeBody,モンスターの体,9,741
cubeBody,モンスターの体,10,740
donguri1,細長いどんぐり,1,939
donguri1,細長いどんぐり,2,938
donguri1,細長いどんぐり,3,937
donguri1,細長いどんぐり,4,936
donguri1,細長いどんぐり,5,935
donguri1,細長いどんぐり,6,934
donguri1,細長いどんぐり,7,933
donguri1,細長いどんぐり,8,932
donguri1,細長いどんぐり,9,931
donguri1,細長いどんぐり,10,930
donguri2,小さくて丸いどんぐり,1,929
donguri2,小さくて丸いどんぐり,2,928
donguri2,小さくて丸いどんぐり,3,927
donguri2,小さくて丸いどんぐり,4,926
donguri2,小さくて丸いどんぐり,5,925
donguri2,小さくて丸いどんぐり,6,924
donguri2,小さくて丸いどんぐり,7,923
donguri2,小さくて丸いどんぐり,8,922
donguri2,小さくて丸いどんぐり,9,921
donguri2,小さくて丸いどんぐり,10,920
donguri3,大きいどんぐり,1,919
donguri3,大きいどんぐり,2,918
donguri3,大きいどんぐり,3,917
donguri3,大きいどんぐり,4,916
donguri3,大きいどんぐり,5,915
donguri3,大きいどんぐり,6,914
donguri3,大きいどんぐり,7,913
donguri3,大きいどんぐり,8,912
donguri3,大きいどんぐり,9,911
donguri3,大きいどんぐり,10,910
donguriDetox,あく抜きをした大きいどんぐり,1,909
donguriDetox,あく抜きをした大きいどんぐり,2,908
donguriDetox,あく抜きをした大きいどんぐり,3,907
donguriDetox,あく抜きをした大きいどんぐり,4,906
donguriDetox,あく抜きをした大きいどんぐり,5,905
donguriDetox,あく抜きをした大きいどんぐり,6,904
donguriDetox,あく抜きをした大きいどんぐり,7,903
donguriDetox,あく抜きをした大きいどんぐり,8,902
donguriDetox,あく抜きをした大きいどんぐり,9,901
donguriDetox,あく抜きをした大きいどんぐり,10,900
flower,ハイビスカス,1,899
flower,ハイビスカス,2,898
flower,ハイビスカス,3,897
flower,ハイビスカス,4,896
flower,ハイビスカス,5,895
flower,ハイビスカス,6,894
flower,ハイビスカス,7,893
flower,ハイビスカス,8,892
flower,ハイビスカス,9,891
flower,ハイビスカス,10,890
homeKey,家のカギ,1,989
homeKey,家のカギ,2,988
homeKey,家のカギ,3,987
homeKey,家のカギ,4,986
homeKey,家のカギ,5,985
homeKey,家のカギ,6,984
homeKey,家のカギ,7,983
homeKey,家のカギ,8,982
homeKey,家のカギ,9,981
homeKey,家のカギ,10,980
kakan,花輪,1,889
kakan,花輪,2,888
kakan,花輪,3,887
kakan,花輪,4,886
kakan,花輪,5,885
kakan,花輪,6,884
kakan,花輪,7,883
kakan,花輪,8,882
kakan,花輪,9,881
kakan,花輪,10,880
kinoko,キノコ,1,789
kinoko,キノコ,2,788
kinoko,キノコ,3,787
kinoko,キノコ,4,786
kinoko,キノコ,5,785
kinoko,キノコ,6,784
kinoko,キノコ,7,783
kinoko,キノコ,8,782
kinoko,キノコ,9,781
kinoko,キノコ,10,780
longstone,縦長の石,1,599
longstone,縦長の石,2,598
longstone,縦長の石,3,597
longstone,縦長の石,4,596
longstone,縦長の石,5,595
longstone,縦長の石,6,594
longstone,縦長の石,7,593
longstone,縦長の石,8,592
longstone,縦長の石,9,591
longstone,縦長の石,10,590
mango,マンゴー,1,619
mango,マンゴー,2,618
mango,マンゴー,3,617
mango,マンゴー,4,616
mango,マンゴー,5,615
mango,マンゴー,6,614
mango,マンゴー,7,613
mango,マンゴー,8,612
mango,マンゴー,9,611
mango,マンゴー,10,610
mu-rugai,黒い貝,1,589
mu-rugai,黒い貝,2,588
mu-rugai,黒い貝,3,587
mu-rugai,黒い貝,4,586
mu-rugai,黒い貝,5,585
mu-rugai,黒い貝,6,584
mu-rugai,黒い貝,7,583
mu-rugai,黒い貝,8,582
mu-rugai,黒い貝,9,581
mu-rugai,黒い貝,10,580
nira,ニラ、もしくはスイセン,1,799
nira,ニラ、もしくはスイセン,2,798
nira,ニラ、もしくはスイセン,3,797
nira,ニラ、もしくはスイセン,4,796
nira,ニラ、もしくはスイセン,5,795
nira,ニラ、もしくはスイセン,6,794
nira,ニラ、もしくはスイセン,7,793
nira,ニラ、もしくはスイセン,8,792
nira,ニラ、もしくはスイセン,9,791
nira,ニラ、もしくはスイセン,10,790
papaiya,パパイヤ,1,629
papaiya,パパイヤ,2,628
papaiya,パパイヤ,3,627
papaiya,パパイヤ,4,626
papaiya,パパイヤ,5,625
papaiya,パパイヤ,6,624
papaiya,パパイヤ,7,623
papaiya,パパイヤ,8,622
papaiya,パパイヤ,9,621
papaiya,パパイヤ,10,620
raft,イカダ,1,579
raft,イカダ,2,578
raft,イカダ,3,577
raft,イカダ,4,576
raft,イカダ,5,575
raft,イカダ,6,574
raft,イカダ,7,573
raft,イカダ,8,572
raft,イカダ,9,571
raft,イカダ,10,570
raft1,イカダ,1,569
raft1,イカダ,2,568
raft1,イカダ,3,567
raft1,イカダ,4,566
raft1,イカダ,5,565
raft1,イカダ,6,564
raft1,イカダ,7,563
raft1,イカダ,8,562
raft1,イカダ,9,561
raft1,イカダ,10,560
raft10,イカダ,1,479
raft10,イカダ,2,478
raft10,イカダ,3,477
raft10,イカダ,4,476
raft10,イカダ,5,475
raft10,イカダ,6,474
raft10,イカダ,7,473
raft10,イカダ,8,472
raft10,イカダ,9,471
raft10,イカダ,10,470
raft2,イカダ,1,559
raft2,イカダ,2,558
raft2,イカダ,3,557
raft2,イカダ,4,556
raft2,イカダ,5,555
raft2,イカダ,6,554
raft2,イカダ,7,553
raft2,イカダ,8,552
raft2,イカダ,9,551
raft2,イカダ,10,550
raft3,イカダ,1,549
raft3,イカダ,2,548
raft3,イカダ,3,547
raft3,イカダ,4,546
raft3,イカダ,5,545
raft3,イカダ,6,544
raft3,イカダ,7,543
raft3,イカダ,8,542
raft3,イカダ,9,541
raft3,イカダ,10,540
raft4,イカダ,1,539
raft4,イカダ,2,538
raft4,イカダ,3,537
raft4,イカダ,4,536
raft4,イカダ,5,535
raft4,イカダ,6,534
raft4,イカダ,7,533
raft4,イカダ,8,532
raft4,イカダ,9,531
raft4,イカダ,10,530
raft5,イカダ,1,529
raft5,イカダ,2,528
raft5,イカダ,3,527
raft5,イカダ,4,526
raft5,イカダ,5,525
raft5,イカダ,6,524
raft5,イカダ,7,523
raft5,イカダ,8,522
raft5,イカダ,9,521
raft5,イカダ,10,520
raft6,イカダ,1,519
raft6,イカダ,2,518
raft6,イカダ,3,517
raft6,イカダ,4,516
raft6,イカダ,5,515
raft6,イカダ,6,514
raft6,イカダ,7,513
raft6,イカダ,8,512
raft6,イカダ,9,511
raft6,イカダ,10,510
raft7,イカダ,1,509
raft7,イカダ,2,508
raft7,イカダ,3,507
raft7,イカダ,4,506
raft7,イカダ,5,505
raft7,イカダ,6,504
raft7,イカダ,7,503
raft7,イカダ,8,502
raft7,イカダ,9,501
raft7,イカダ,10,500
raft8,イカダ,1,499
raft8,イカダ,2,498
raft8,イカダ,3,497
raft8,イカダ,4,496
raft8,イカダ,5,495
raft8,イカダ,6,494
raft8,イカダ,7,493
raft8,イカダ,8,492
raft8,イカダ,9,491
raft8,イカダ,10,490
raft9,イカダ,1,489
raft9,イカダ,2,488
raft9,イカダ,3,487
raft9,イカダ,4,486
raft9,イカダ,5,485
raft9,イカダ,6,484
raft9,イカダ,7,483
raft9,イカダ,8,482
raft9,イカダ,9,481
raft9,イカダ,10,480
raft_deprecated,イカダ,1,769
raft_deprecated,イカダ,2,768
raft_deprecated,イカダ,3,767
raft_deprecated,イカダ,4,766
raft_deprecated,イカダ,5,765
raft_deprecated,イカダ,6,764
raft_deprecated,イカダ,7,763
raft_deprecated,イカダ,8,762
raft_deprecated,イカダ,9,761
raft_deprecated,イカダ,10,760
sotetsu,赤い実,1,979
sotetsu,赤い実,2,978
sotetsu,赤い実,3,977
sotetsu,赤い実,4,976
sotetsu,赤い実,5,975
sotetsu,赤い実,6,974
sotetsu,赤い実,7,973
sotetsu,赤い実,8,972
sotetsu,赤い実,9,971
sotetsu,赤い実,10,970
sotetsuDetox,毒抜きした赤い実,1,969
sotetsuDetox,毒抜きした赤い実,2,968
sotetsuDetox,毒抜きした赤い実,3,967
sotetsuDetox,毒抜きした赤い実,4,966
sotetsuDetox,毒抜きした赤い実,5,965
sotetsuDetox,毒抜きした赤い実,6,964
sotetsuDetox,毒抜きした赤い実,7,963
sotetsuDetox,毒抜きした赤い実,8,962
sotetsuDetox,毒抜きした赤い実,9,961
sotetsuDetox,毒抜きした赤い実,10,960
stick,木の棒,1,429
stick,木の棒,2,428
stick,木の棒,3,427
stick,木の棒,4,426
stick,木の棒,5,425
stick,木の棒,6,424
stick,木の棒,7,423
stick,木の棒,8,422
stick,木の棒,9,421
stick,木の棒,10,420
stick1,木の棒,1,419
stick1,木の棒,2,418
stick1,木の棒,3,417
stick1,木の棒,4,416
stick1,木の棒,5,415
stick1,木の棒,6,414
stick1,木の棒,7,413
stick1,木の棒,8,412
stick1,木の棒,9,411
stick1,木の棒,10,410
stick2,木の棒,1,409
stick2,木の棒,2,408
stick2,木の棒,3,407
stick2,木の棒,4,406
stick2,木の棒,5,405
stick2,木の棒,6,404
stick2,木の棒,7,403
stick2,木の棒,8,402
stick2,木の棒,9,401
stick2,木の棒,10,400
stick3,木の棒,1,399
stick3,木の棒,2,398
stick3,木の棒,3,397
stick3,木の棒,4,396
stick3,木の棒,5,395
stick3,木の棒,6,394
stick3,木の棒,7,393
stick3,木の棒,8,392
stick3,木の棒,9,391
stick3,木の棒,10,390
stick4,木の棒,1,389
stick4,木の棒,2,388
stick4,木の棒,3,387
stick4,木の棒,4,386
stick4,木の棒,5,385
stick4,木の棒,6,384
stick4,木の棒,7,383
stick4,木の棒,8,382
stick4,木の棒,9,381
stick4,木の棒,10,380
stick5,木の棒,1,379
stick5,木の棒,2,378
stick5,木の棒,3,377
stick5,木の棒,4,376
stick5,木の棒,5,375
stick5,木の棒,6,374
stick5,木の棒,7,373
stick5,木の棒,8,372
stick5,木の棒,9,371
stick5,木の棒,10,370
stone,石,1,439
stone,石,2,438
stone,石,3,437
stone,石,4,436
stone,石,5,435
stone,石,6,434
stone,石,7,433
stone,石,8,432
stone,石,9,431
stone,石,10,430
stoneForAxe,いい形の石（斧）,1,679
stoneForAxe,いい形の石（斧）,2,678
stoneForAxe,いい形の石（斧）,3,677
stoneForAxe,いい形の石（斧）,4,676
stoneForAxe,いい形の石（斧）,5,675
stoneForAxe,いい形の石（斧）,6,674
stoneForAxe,いい形の石（斧）,7,673
stoneForAxe,いい形の石（斧）,8,672
stoneForAxe,いい形の石（斧）,9,671
stoneForAxe,いい形の石（斧）,10,670
stoneForSpear,いい形の石（槍）,1,669
stoneForSpear,いい形の石（槍）,2,668
stoneForSpear,いい形の石（槍）,3,667
stoneForSpear,いい形の石（槍）,4,666
stoneForSpear,いい形の石（槍）,5,665
stoneForSpear,いい形の石（槍）,6,664
stoneForSpear,いい形の石（槍）,7,663
stoneForSpear,いい形の石（槍）,8,662
stoneForSpear,いい形の石（槍）,9,661
stoneForSpear,いい形の石（槍）,10,660
stoneSpear,石槍,1,369
stoneSpear,石槍,2,368
stoneSpear,石槍,3,367
stoneSpear,石槍,4,366
stoneSpear,石槍,5,365
stoneSpear,石槍,6,364
stoneSpear,石槍,7,363
stoneSpear,石槍,8,362
stoneSpear,石槍,9,361
stoneSpear,石槍,10,360
stoneSpear1,石槍,1,359
stoneSpear1,石槍,2,358
stoneSpear1,石槍,3,357
stoneSpear1,石槍,4,356
stoneSpear1,石槍,5,355
stoneSpear1,石槍,6,354
stoneSpear1,石槍,7,353
stoneSpear1,石槍,8,352
stoneSpear1,石槍,9,351
stoneSpear1,石槍,10,350
stoneSpear2,石槍,1,349
stoneSpear2,石槍,2,348
stoneSpear2,石槍,3,347
stoneSpear2,石槍,4,346
stoneSpear2,石槍,5,345
stoneSpear2,石槍,6,344
stoneSpear2,石槍,7,343
stoneSpear2,石槍,8,342
stoneSpear2,石槍,9,341
stoneSpear2,石槍,10,340
stoneSpear3,石槍,1,339
stoneSpear3,石槍,1,329
stoneSpear3,石槍,2,338
stoneSpear3,石槍,3,337
stoneSpear3,石槍,4,336
stoneSpear3,石槍,5,335
stoneSpear3,石槍,6,334
stoneSpear3,石槍,7,333
stoneSpear3,石槍,8,332
stoneSpear3,石槍,9,331
stoneSpear3,石槍,10,330
stoneSpear4,石槍,2,328
stoneSpear4,石槍,3,327
stoneSpear4,石槍,4,326
stoneSpear4,石槍,5,325
stoneSpear4,石槍,6,324
stoneSpear4,石槍,7,323
stoneSpear4,石槍,8,322
stoneSpear4,石槍,9,321
stoneSpear4,石槍,10,320
stoneSpear5,石槍,1,319
stoneSpear5,石槍,2,318
stoneSpear5,石槍,3,317
stoneSpear5,石槍,4,316
stoneSpear5,石槍,5,315
stoneSpear5,石槍,6,314
stoneSpear5,石槍,7,313
stoneSpear5,石槍,8,312
stoneSpear5,石槍,9,311
stoneSpear5,石槍,10,310
sugegasa,菅笠（すげがさ）,1,649
sugegasa,菅笠（すげがさ）,2,648
sugegasa,菅笠（すげがさ）,3,647
sugegasa,菅笠（すげがさ）,4,646
sugegasa,菅笠（すげがさ）,5,645
sugegasa,菅笠（すげがさ）,6,644
sugegasa,菅笠（すげがさ）,7,643
sugegasa,菅笠（すげがさ）,8,642
sugegasa,菅笠（すげがさ）,9,641
sugegasa,菅笠（すげがさ）,10,640
sumaho,スマホ,1,999
sumaho,スマホ,2,998
sumaho,スマホ,3,997
sumaho,スマホ,4,996
sumaho,スマホ,5,995
sumaho,スマホ,6,994
sumaho,スマホ,7,993
sumaho,スマホ,8,992
sumaho,スマホ,9,991
sumaho,スマホ,10,990
sumaho,スマホ,11,-1
tanpopo,タンポポ,1,809
tanpopo,タンポポ,2,808
tanpopo,タンポポ,3,807
tanpopo,タンポポ,4,806
tanpopo,タンポポ,5,805
tanpopo,タンポポ,6,804
tanpopo,タンポポ,7,803
tanpopo,タンポポ,8,802
tanpopo,タンポポ,9,801
tanpopo,タンポポ,10,800
trunk,細い木の幹,1,459
trunk,細い木の幹,2,458
trunk,細い木の幹,3,457
trunk,細い木の幹,4,456
trunk,細い木の幹,5,455
trunk,細い木の幹,6,454
trunk,細い木の幹,7,453
trunk,細い木の幹,8,452
trunk,細い木の幹,9,451
trunk,細い木の幹,10,450
tsukushi,ツクシ,1,879
tsukushi,ツクシ,2,878
tsukushi,ツクシ,3,877
tsukushi,ツクシ,4,876
tsukushi,ツクシ,5,875
tsukushi,ツクシ,6,874
tsukushi,ツクシ,7,873
tsukushi,ツクシ,8,872
tsukushi,ツクシ,9,871
tsukushi,ツクシ,10,870
tsuta,ツタ,1,449
tsuta,ツタ,2,448
tsuta,ツタ,3,447
tsuta,ツタ,4,446
tsuta,ツタ,5,445
tsuta,ツタ,6,444
tsuta,ツタ,7,443
tsuta,ツタ,8,442
tsuta,ツタ,9,441
tsuta,ツタ,10,440
unknownPlant1,謎の草１,1,869
unknownPlant1,謎の草１,2,868
unknownPlant1,謎の草１,3,867
unknownPlant1,謎の草１,4,866
unknownPlant1,謎の草１,5,865
unknownPlant1,謎の草１,6,864
unknownPlant1,謎の草１,7,863
unknownPlant1,謎の草１,8,862
unknownPlant1,謎の草１,9,861
unknownPlant1,謎の草１,10,860
unknownPlant2,謎の草２,1,859
unknownPlant2,謎の草２,2,858
unknownPlant2,謎の草２,3,857
unknownPlant2,謎の草２,4,856
unknownPlant2,謎の草２,5,855
unknownPlant2,謎の草２,6,854
unknownPlant2,謎の草２,7,853
unknownPlant2,謎の草２,8,852
unknownPlant2,謎の草２,9,851
unknownPlant2,謎の草２,10,850
unknownPlant3,謎の草３,1,849
unknownPlant3,謎の草３,2,848
unknownPlant3,謎の草３,3,847
unknownPlant3,謎の草３,4,846
unknownPlant3,謎の草３,5,845
unknownPlant3,謎の草３,6,844
unknownPlant3,謎の草３,7,843
unknownPlant3,謎の草３,8,842
unknownPlant3,謎の草３,9,841
unknownPlant3,謎の草３,10,840
unknownPlant4,謎の草４,1,839
unknownPlant4,謎の草４,2,838
unknownPlant4,謎の草４,3,837
unknownPlant4,謎の草４,4,836
unknownPlant4,謎の草４,5,835
unknownPlant4,謎の草４,6,834
unknownPlant4,謎の草４,7,833
unknownPlant4,謎の草４,8,832
unknownPlant4,謎の草４,9,831
unknownPlant4,謎の草４,10,830
unknownPlant5,謎の草５,1,829
unknownPlant5,謎の草５,2,828
unknownPlant5,謎の草５,3,827
unknownPlant5,謎の草５,4,826
unknownPlant5,謎の草５,5,825
unknownPlant5,謎の草５,6,824
unknownPlant5,謎の草５,7,823
unknownPlant5,謎の草５,8,822
unknownPlant5,謎の草５,9,821
unknownPlant5,謎の草５,10,820
unknownPlant6,謎の草６,1,819
unknownPlant6,謎の草６,2,818
unknownPlant6,謎の草６,3,817
unknownPlant6,謎の草６,4,816
unknownPlant6,謎の草６,5,815
unknownPlant6,謎の草６,6,814
unknownPlant6,謎の草６,7,813
unknownPlant6,謎の草６,8,812
unknownPlant6,謎の草６,9,811
unknownPlant6,謎の草６,10,810
wordbress,ワードブレス,1,659
wordbress,ワードブレス,2,658
wordbress,ワードブレス,3,657
wordbress,ワードブレス,4,656
wordbress,ワードブレス,5,655
wordbress,ワードブレス,6,654
wordbress,ワードブレス,7,653
wordbress,ワードブレス,8,652
wordbress,ワードブレス,9,651
wordbress,ワードブレス,10,650
yakizakana,焼き魚,1,639
yakizakana,焼き魚,2,638
yakizakana,焼き魚,3,637
yakizakana,焼き魚,4,636
yakizakana,焼き魚,5,635
yakizakana,焼き魚,6,634
yakizakana,焼き魚,7,633
yakizakana,焼き魚,8,632
yakizakana,焼き魚,9,631
yakizakana,焼き魚,10,630
yakizakana,焼き魚,11,-1
